embedding_id,cluster,umap_x,umap_y
dataset_ds004574,0,9.627744,3.9952312
dataset_ds004151,0,9.655125,3.994619
dataset_ds002720,0,6.329384,3.5987554
dataset_ds005403,0,6.8453465,5.201799
dataset_ds005397,0,8.927936,4.0155687
dataset_ds003039,0,8.983385,3.7108579
dataset_ds003710,0,9.815243,5.405737
dataset_ds004563,0,8.92967,3.9572008
dataset_ds004389,0,11.432747,4.1612096
dataset_ds003498,0,12.506828,4.4480186
dataset_ds004706,0,9.505118,2.022723
dataset_ds004012,0,6.8089147,5.157799
dataset_ds005410,0,8.196158,3.6178691
dataset_ds005868,0,8.174998,3.4080195
dataset_ds003703,0,6.7909093,5.0687203
dataset_ds002724,0,6.278199,3.5538094
dataset_ds002799,0,11.393786,4.548826
dataset_ds002578,0,7.827271,4.903588
dataset_ds003004,0,8.500189,4.5678425
dataset_ds003421,0,8.707335,4.227071
dataset_ds002034,0,8.909496,3.2506344
dataset_ds002338,0,7.7950573,6.538833
dataset_ds004330,0,7.4584985,4.663705
dataset_ds005692,0,11.863973,3.7171156
dataset_ds005106,0,9.412833,4.5150104
dataset_ds003944,0,9.467054,4.916881
dataset_ds003352,0,8.232382,3.329905
dataset_ds004504,0,9.460363,8.375552
dataset_ds004626,0,10.695783,3.5594068
dataset_ds003505,0,8.228048,5.66082
dataset_ds003887,0,8.608986,2.7625268
dataset_ds005363,0,8.440593,3.9651217
dataset_ds004952,0,7.743572,3.9172235
dataset_ds004802,0,10.555372,4.88315
dataset_ds004580,0,10.261792,3.9991546
dataset_ds003810,0,8.790104,4.6454816
dataset_ds004517,0,8.093273,3.9165673
dataset_ds004447,0,6.2164,4.0346723
dataset_ds004635,0,9.990809,5.1132975
dataset_ds004584,0,9.544631,4.536151
dataset_ds002218,0,8.549717,3.3757372
dataset_ds002680,0,8.379222,3.2571068
dataset_ds003516,0,7.905955,3.094936
dataset_ds005509,3,4.9871817,7.305227
dataset_ds004357,0,8.5931635,3.016746
dataset_ds004457,0,11.611535,4.1419
dataset_ds003774,0,6.7701964,3.4672608
dataset_ds003478,0,9.56184,4.933393
dataset_ds005691,0,11.782376,3.7033377
dataset_ds003947,0,9.451382,4.82796
dataset_ds003800,1,8.72994,8.600695
dataset_ds003633,0,7.327181,4.7476645
dataset_ds004369,0,7.917582,3.125064
dataset_ds004284,0,6.830051,5.2108083
dataset_ds004951,0,8.286655,4.0825834
dataset_ds001971,0,8.941449,3.6427097
dataset_ds003506,0,10.437073,3.7227015
dataset_ds003969,0,8.88661,4.23628
dataset_ds004200,0,10.361758,2.818393
dataset_ds004350,0,7.742723,6.498727
dataset_ds004625,0,9.04361,3.7159307
dataset_ds004514,0,8.066069,3.871465
dataset_ds004444,0,6.2130547,4.0124993
dataset_ds003620,0,9.067846,3.7218509
dataset_ds004621,0,9.515651,4.6900105
dataset_ds004771,0,8.085249,3.855847
dataset_ds004942,0,9.624166,2.3034904
dataset_ds005234,0,7.2024574,2.9814987
dataset_ds005185,0,9.422324,5.196658
dataset_ds004587,0,9.0377245,4.5236464
dataset_ds004015,0,7.983542,3.164425
dataset_ds005383,0,7.7115164,3.865587
dataset_ds002723,0,6.305223,3.5434005
dataset_ds004152,0,8.603189,3.2789845
dataset_ds004577,0,9.7773,5.0752196
dataset_ds004796,0,9.563785,8.195607
dataset_ds005841,0,9.122522,3.9446945
dataset_ds005672,0,8.334357,3.976792
dataset_ds005307,0,6.85343,5.209986
dataset_ds004642,0,12.357064,4.276998
dataset_ds003029,0,12.330861,4.5482297
dataset_ds004738,0,8.541371,5.55987
dataset_ds004011,0,7.175371,4.9365773
dataset_ds004785,0,9.724078,3.6413548
dataset_ds004998,0,12.146307,6.117899
dataset_ds003565,0,9.505906,2.969922
dataset_ds003739,0,8.8748,4.121436
citation_e4ad65ef,0,6.3327136,4.0367117
citation_3bf6a242,0,11.143861,3.0389714
citation_d8048419,0,8.924061,3.4086416
citation_ba94e3b8,0,12.911097,4.230608
citation_e10ddf57,0,12.930422,4.2313137
citation_3d56f3c6,0,10.476944,2.8201723
citation_127b7ec0,0,9.546916,6.763823
citation_ca4b1cfa,0,9.011455,7.1329474
citation_351b92bb,0,9.136688,7.111358
citation_eb848c70,0,10.117803,3.4843557
citation_c3b35921,0,13.243425,4.8861027
citation_e13983a0,0,12.954322,4.35219
citation_7f32e1a5,0,9.257275,2.5491498
citation_ec3b1688,1,8.903735,8.652586
citation_96a3343d,0,10.35006,8.416358
citation_cfdf3f39,0,10.428548,8.457706
citation_df70e079,0,8.830318,3.06492
citation_ab5a0888,0,9.40243,5.003859
citation_1a6cdf7a,0,10.87902,3.6264052
citation_49d7780d,0,11.942494,3.5339167
citation_abe70e56,0,10.295844,3.5449686
citation_109ffb09,0,10.618225,4.433125
citation_7fa8ea51,0,10.59069,3.947157
citation_4bc0fabc,0,10.82386,5.7226114
citation_64c5efab,0,10.368201,3.8494155
citation_25ac26df,0,10.226415,3.3201742
citation_d580a2ab,0,10.155938,2.7119668
citation_f0107b50,0,11.425448,4.3288984
citation_fff5bba2,0,12.811032,5.3152404
citation_b4533763,0,12.680269,5.343054
citation_697390d0,0,12.951769,4.288814
citation_aa68b6d5,0,12.913614,4.370076
citation_4a44e848,0,12.781959,5.282479
citation_1c329ca7,0,9.192978,6.107617
citation_4251e7ff,0,12.680489,5.4302917
citation_ec756f03,0,12.505213,5.228099
citation_0a2a31c1,0,8.878171,5.2424703
citation_1230edb5,0,10.266631,4.954677
citation_cae8caa9,0,10.318849,4.9281454
citation_acc54b7d,0,10.517153,5.6720963
citation_9196575d,0,10.882646,5.567645
citation_437c2327,0,10.14918,3.6602285
citation_dd5938d3,0,11.161262,4.932689
citation_e108518e,0,10.128182,3.9111362
citation_3640f2af,0,9.016452,7.117224
citation_971d1270,0,10.028541,3.8620477
citation_cc43463f,0,12.24274,6.603086
citation_57c7c6c8,0,12.784427,7.1695027
citation_ac09f246,0,9.82122,7.050393
citation_039f87e9,0,6.883326,5.336035
citation_255e37ba,0,10.488391,6.382416
citation_8b158cf5,0,12.799508,7.073642
citation_e0238d54,0,12.134364,6.582969
citation_d3203de1,0,12.312894,6.4716687
citation_1e6b077f,0,12.094869,6.4114895
citation_c26e84cf,0,12.728785,7.0348015
citation_674f2982,0,11.809618,6.237629
citation_d11bd7c4,0,10.468643,5.0896873
citation_a9844796,0,12.948244,7.1760106
citation_88194b89,0,12.625872,7.1027036
citation_7b979d66,0,12.65237,7.155917
citation_98c9557a,0,12.244629,6.513698
citation_5e604174,0,12.261451,6.426355
citation_db210d94,0,10.530913,4.8574944
citation_38e7e5df,0,12.007678,6.5112276
citation_908dc10e,0,12.602496,7.3183517
citation_2aa2007e,0,12.723298,7.1567426
citation_7bcff8b7,0,12.643365,7.2857614
citation_cfbd64b6,0,12.658836,6.9744735
citation_8c3bad9d,0,12.935572,7.116331
citation_11d90004,0,12.974913,7.2900596
citation_b6f6bdbd,0,10.414421,7.73508
citation_14da02f8,0,12.742129,6.967588
citation_35b843d2,0,10.423638,7.621294
citation_1908d0b1,0,10.376961,7.6033125
citation_7ac05fb1,0,12.626246,6.831282
citation_b0e008c8,0,12.519199,6.957799
citation_2b3fc9c7,0,12.670669,7.2420616
citation_e9519d5b,0,12.849119,7.1716843
citation_4269ad0d,0,12.804992,7.137792
citation_5261f26f,0,12.529685,7.0503793
citation_a82b175e,0,12.645917,7.299813
citation_33c785f1,0,11.061833,5.9190183
citation_6c38abeb,0,12.690239,7.1978006
citation_f0904ec0,0,12.958253,7.062301
citation_d54a7525,0,12.897039,7.2029376
citation_920d2d9d,0,12.858708,7.0705814
citation_ec6cf1c7,0,12.834192,7.202632
citation_98f5bf4b,0,12.902335,7.1390386
citation_acea5f1e,0,12.105029,6.573878
citation_f3d009e1,0,12.886056,7.205458
citation_7d168584,0,10.208558,7.6905932
citation_8f9372b3,0,12.979353,7.2039514
citation_5c7e7ca8,0,9.705598,3.0726373
citation_05c73dd4,0,12.1553,5.177354
citation_e3b4c2e0,0,11.881472,5.484291
citation_4e1a3eb4,0,12.149251,4.935428
citation_53b2626e,0,11.89275,5.2034526
citation_0b0f9d02,0,12.842516,4.844641
citation_ccc99ad6,0,12.091231,5.4199367
citation_f9f1eb7f,0,12.3858595,5.1880007
citation_d6c72e99,0,11.044736,4.670718
citation_5bb29338,0,13.347868,4.951127
citation_b6e46877,0,13.125307,4.961179
citation_497c2824,0,13.289184,4.9450064
citation_94b77d84,0,12.230881,5.1299033
citation_f40ff1ef,0,12.587323,5.4590826
citation_5c74e4d3,0,13.135868,5.0227447
citation_6ca77986,0,8.424394,5.2550097
citation_2d249ddb,0,12.933929,4.361038
citation_6af555c5,0,12.833281,4.8156033
citation_5ec5d9ff,0,12.639014,5.190841
citation_f52f6578,0,12.68566,5.357664
citation_63defae8,0,12.415606,5.5890284
citation_48b7d375,0,8.687355,4.9874825
citation_b5b31125,0,8.6387,3.2599695
citation_8aac5edb,0,7.910489,3.2284443
citation_32ce0bcd,0,7.8565392,2.902324
citation_e007dae8,2,11.865433,1.8976897
citation_641929c8,2,11.916336,1.8450848
citation_51264434,2,11.916567,1.8289846
citation_fec95364,2,11.905505,1.848396
citation_fa4322e5,0,11.052967,4.382949
citation_353f6f28,0,9.91643,2.2905655
citation_76d53ee3,0,9.030705,2.2697117
citation_6258bc69,0,9.871316,4.624825
citation_1ed939fd,0,10.065441,4.5090847
citation_ade7da6e,0,10.004235,4.5107484
citation_a8fe652a,0,7.5552754,2.5377858
citation_552970a3,0,8.641874,2.464411
citation_9b77a8f9,0,8.669791,2.4384007
citation_3cd5b14b,0,8.694074,2.1231143
citation_fd6623de,0,9.940343,2.3329718
citation_d37277a4,0,9.621892,4.7902756
citation_5372ac7e,0,10.496507,5.9904795
citation_14370bce,0,10.539478,2.9091535
citation_5aebb306,0,10.686845,2.843687
citation_2d1b7dd2,0,10.845343,4.7836285
citation_ee2d1974,0,10.937883,4.677646
citation_e993a57e,0,7.2016096,2.4247203
citation_c41f9c7e,0,7.3267255,2.527216
citation_390f903a,0,11.554374,4.2433186
citation_5d1de400,0,11.385792,4.7391157
citation_b2ce78f6,0,10.1603155,5.9722815
citation_d8d47ea5,0,7.769516,3.7066438
citation_abbc0d8d,0,10.013441,4.5460663
citation_d0bcfe6d,0,11.042903,5.259925
citation_6dd844bc,0,10.071701,4.109418
citation_fba40b75,0,8.854218,3.808265
citation_149b8b66,0,8.75105,4.2435694
citation_c1f95590,0,9.654019,1.487825
citation_2b4397ad,0,10.591326,2.4860175
citation_cb0764ae,0,9.687625,1.5406362
citation_cb633a97,0,10.52561,3.5464904
citation_0db36d21,0,8.333254,6.326945
citation_b1bd2fc9,0,10.975857,5.7641153
citation_4f76369a,0,8.430017,6.217614
citation_b51b2e42,0,8.007563,4.9462166
citation_2763ae50,0,8.123009,5.21377
citation_deac9239,0,10.209207,6.3486905
citation_21117d37,0,10.842256,5.743106
citation_b9b03e98,0,9.437605,6.712674
citation_ca2be504,0,10.831991,5.6871634
citation_f2b9bc8a,0,10.632504,6.176098
citation_0912cc5f,0,10.968959,5.722846
citation_434b984c,0,10.543194,5.070386
citation_d458e617,0,9.057827,7.0841055
citation_32d5a22c,0,7.0729074,3.8327222
citation_3b16e80f,0,11.287319,3.8850794
citation_c34797dc,0,11.373238,4.6713104
citation_5224c704,0,10.159337,6.2815685
citation_234095b4,0,12.265679,4.8557854
citation_68de22b3,0,9.091025,5.090507
citation_f7920f51,0,11.526779,4.731365
citation_e7ecd33e,1,8.774279,8.686654
citation_bf152b49,1,8.77517,8.6476555
citation_922993bf,1,8.829701,8.649543
citation_263baa1c,1,8.800335,8.652386
citation_bc842f52,0,7.3443847,2.5409577
citation_53ad49cc,0,7.4798627,2.3403718
citation_a1776e7d,0,8.07944,2.2789013
citation_b73fed3f,0,8.674903,2.339287
citation_4dd9d10f,0,8.128857,5.0111704
citation_27d8d319,0,8.688571,2.256611
citation_e1ebd48b,0,8.124537,5.710854
citation_02166658,0,7.355584,3.9148319
citation_c353a481,0,8.078315,6.511485
citation_5f227fcb,0,8.0442505,6.6246066
citation_63dfae8c,0,7.853313,4.400272
citation_519efb55,0,12.629981,4.785314
citation_16ef1b36,0,13.235422,4.890892
citation_63395e88,0,12.752701,4.87745
citation_2d3db87d,0,9.865679,3.863181
citation_a3efed72,0,9.357714,5.5318947
citation_830ff1d1,0,9.479231,8.237711
citation_75d51fe9,0,9.550283,8.238558
citation_94b49022,0,9.1195965,7.1060433
citation_b9ba9e44,0,9.287914,3.1582353
citation_e22cd84c,0,9.443641,7.07566
citation_041222dd,0,11.303994,4.7914624
citation_2fd3bcf8,0,8.863311,4.8426704
citation_8152d870,0,6.8552556,2.727833
citation_c62761ab,0,9.65919,1.568029
citation_815020ac,0,7.142409,4.0046225
citation_7e77dbed,0,8.275388,2.8104265
citation_ed18d5df,0,12.076649,3.7423627
citation_445e3421,0,12.63416,3.9477985
citation_f148ff91,0,12.041558,3.715929
citation_f3997cfc,0,12.048281,3.661099
citation_00651337,0,9.672952,1.6194727
citation_b1a4bf3b,0,9.833778,1.8175058
citation_9349dde7,0,9.454372,2.7426293
citation_f6becacd,0,9.611312,1.5101403
citation_85aff7da,0,9.557758,1.4452709
citation_fe6686cf,0,10.562149,5.5485263
citation_32653c39,0,10.410495,5.48457
citation_a0b57713,0,9.833216,7.1531987
citation_11cd694f,0,10.183344,5.421389
citation_2f9bbb51,0,11.714689,7.214553
citation_f41644ec,0,11.061883,7.3233714
citation_312aecd2,0,12.574012,5.1177464
citation_18d836ac,0,11.028209,7.4414825
citation_a3632cb8,0,9.805856,6.628654
citation_2935ce04,0,9.1834955,1.8440642
citation_d2c89cb0,1,8.750813,8.659429
citation_fedde474,0,8.805015,4.87049
citation_4279b3de,0,9.015866,4.817266
citation_fb7bd5cc,0,8.666988,1.8730519
citation_3ad0db6c,0,6.9896135,5.3725543
citation_043c67cb,0,9.026617,5.945314
citation_a8ae5d2a,0,9.729344,2.5659409
citation_37ea3a52,0,9.733207,2.7151935
citation_8b17301a,0,8.573482,5.1641684
citation_bc782974,0,7.887734,6.6879573
citation_2f7b866f,0,9.092097,7.0770726
citation_42c203ef,0,9.0586815,7.025068
citation_59a54727,0,9.060969,6.906504
citation_2af77637,0,9.305345,5.80617
citation_eae87aa0,0,9.289995,5.4220066
citation_57b57f49,0,9.651323,7.020259
citation_2f0751eb,0,8.655769,2.166649
citation_fadb1bf1,0,9.50673,1.7628891
citation_3d2ddd27,2,11.279312,2.4103472
citation_084f4b35,0,8.75818,4.875846
citation_5d616c95,0,9.677011,4.5529976
citation_aed4ecfc,0,9.5046625,1.4257554
citation_135f1df5,0,9.572289,1.4740583
citation_964cb736,0,7.366546,2.397901
citation_6d874c88,0,11.260538,4.8847857
citation_99e67c23,0,10.232151,2.202322
citation_d6fcdbf7,0,10.26747,2.563325
citation_b3ccfae5,0,9.855671,1.8466668
citation_95000360,0,10.467025,6.156594
citation_84ec247b,0,12.131094,4.986337
citation_899160af,0,11.868947,4.8010035
citation_75e0c35b,0,8.056499,5.8677373
citation_f282466c,0,11.015466,4.8033023
citation_c272c947,0,11.042662,4.759936
citation_4c9ac46e,0,11.483788,4.5149345
citation_349f2fce,0,11.250189,4.7376013
citation_59d9a62e,0,8.464761,6.299622
citation_26cd6db0,0,10.957602,5.0400352
citation_edeea6a7,0,8.758337,5.6094236
citation_be59a059,0,10.186338,4.4073477
citation_9c7f335e,0,8.844202,5.4850435
citation_3c9b53f1,0,8.827704,5.345248
citation_edf55c67,0,9.520975,1.9252086
citation_9b7e3ff8,0,8.598671,6.520644
citation_2d723337,0,8.277738,6.431305
citation_631f2f8f,0,11.388291,3.3600194
citation_f029559e,0,8.477877,6.5589967
citation_278e2066,0,12.180652,5.142029
citation_c76f4291,0,11.304827,3.3833652
citation_416f7ba4,0,10.564467,5.016169
citation_549bad35,0,11.369311,3.2847235
citation_5306a7c2,0,11.3813505,3.2782125
citation_b94d6234,0,8.790771,5.525348
citation_941d8c79,0,8.101945,2.3240492
citation_92a350c8,0,8.000538,2.3381348
citation_755f0191,0,10.029154,5.847454
citation_5fd45c0f,0,11.914539,4.7017674
citation_1a3ccb46,0,10.48743,4.4509306
citation_ac3de6ee,0,9.250774,5.2661753
citation_0d93c0a7,0,10.995262,5.6104703
citation_9f40703a,0,11.137998,5.3292713
citation_99435ec3,0,10.419234,6.309258
citation_f6facbdc,0,10.192999,8.582877
citation_26d4ef0a,0,11.5714,6.078359
citation_ded6f219,0,11.340157,5.1238317
citation_d42877e2,0,8.774478,6.3791976
citation_3aeef0a0,0,10.202827,4.235752
citation_61f0ad46,0,12.864604,4.36984
citation_a6b7b0f3,0,10.386128,4.2442536
citation_5c8dae6e,0,9.03005,3.8284914
citation_ce8cca97,0,10.00182,2.0520215
citation_fc999306,0,7.3671103,3.6448693
citation_bcaa61d0,0,10.2917185,3.6966493
citation_e609ffe8,0,8.345853,4.3504543
citation_0eb81bdd,0,8.783508,2.3999867
citation_a78b5e16,0,6.757874,2.8293157
citation_e1f93f91,0,6.7495437,3.405971
citation_f3b530d4,0,6.679983,2.938823
citation_9744c7af,0,6.6872263,3.0312135
citation_3cc0b245,0,6.7393756,2.8892004
citation_5598b359,0,6.803323,2.8018384
citation_0e3b91eb,0,6.9662533,3.5870647
citation_33d68507,0,6.800877,3.4610648
citation_95ac113f,0,10.24455,5.5453844
citation_b554c726,0,10.474435,5.7020664
citation_f75ac6b3,0,9.798191,2.2655227
citation_e299982f,0,11.4862995,4.2347307
citation_df041161,0,12.421563,5.129957
citation_09e0dbaf,0,9.596796,6.541677
citation_7639381d,0,7.2709656,2.476595
citation_b2943dbf,0,7.303775,2.578827
citation_18ef3c1b,0,9.204181,6.4149785
citation_bc494759,0,7.1625104,2.4643207
citation_09ba4976,0,9.229271,1.9123532
citation_f1328bdd,0,9.112009,1.9176446
citation_7f34d3c6,0,8.396141,6.4816136
citation_48ebb2c1,0,8.895289,2.7859461
citation_7be5faf1,0,9.842208,5.50542
citation_f0842843,0,7.4103065,3.8766644
citation_6160a396,0,9.584531,2.7120857
citation_8f9918e7,0,11.247143,6.007608
citation_7171ce19,0,11.458489,6.0073256
citation_c6a1c89d,0,10.084294,5.083847
citation_506829a2,0,6.870101,5.4142675
citation_00da83d3,0,9.855702,5.2292056
citation_cde0700f,0,10.119284,6.1268554
citation_06f6326d,0,6.749874,2.7864168
citation_1299a8c0,0,9.118323,7.008455
citation_ecb831e6,0,9.829965,5.3201337
citation_dbd8a632,0,10.014561,6.2755527
citation_93f8d57c,2,11.905434,1.8487046
citation_9cbe79a2,2,11.914622,1.8427234
citation_3bf35529,2,11.906825,1.8517721
citation_d545f1f8,2,11.861576,1.9123816
citation_c6a92661,0,9.466735,2.343654
citation_ca9e4e2d,0,9.379076,2.3063183
citation_bdd6d428,0,7.956395,2.7540147
citation_7300117c,0,11.341809,4.831558
citation_b837406f,0,10.909989,4.66689
citation_11cf6d62,0,10.881222,4.576076
citation_ba0e7cce,0,10.478608,3.6348944
citation_345614d8,0,10.244024,7.0178123
citation_2f3e791c,0,10.67344,4.314918
citation_c274f75c,0,9.1330185,3.7949588
