author,datasets_cited,num_datasets
"Petra Hermann, Béla Weiss, Balázs Knakker, Petra Madurka, Annamária Manga, Ádám Nárai, Zoltán Vidnyánszky",ds005953,1
"David Brang, John Plass, Aleksandra Sherman, William C. Stacey, Vibhangini S. Wasade, Marcia Grabowecky, EunSeon Ahn, Vernon L. Towle, James X. Tao, Shasha Wu, Naoum P. Issa, Satoru Suzuki",ds005953,1
"Max van den Boom, Kai J. Miller, Nick F. Ramsey, Dora Hermes",ds005953,1
"Gavin J.B. Elias, Jürgen Germann, Aaron Loh, Alexandre Boutet, Alaa Taha, Emily H.Y. Wong, Roohie Parmar, Andrés M. Lozano",ds005953,1
"Zahraa Sabra, Leonardo Bonilha, Thomas Naselaris",ds005953,1
"Michael A. Jensen, Anthony L. Fine, Panagiotis Kerezoudis, Lily C. Wong‐Kisiel, Eva Alden, Dora Hermes, Kai J. Miller",ds005953,1
"Zeming Fang, Ilona M. Bloem, Catherine Olsson, Wei Ji, Jonathan Winawer",ds005953,1
"Stefan Haufe, Paul DeGuzman, Simon Henin, Michael J. Arcaro, Christopher J. Honey, Uri Hasson, Lucas C. Parra",ds005953,1
"Giovanni Mancuso, Gijs Plomp",ds005953,1
"Lucas L. Dwiel, Angela M. Henricks, Elise M. Bragg, Jeff Nicol, Jiang Gui, Wilder T. Doucette",ds005953,1
"Eitan E. Asher, Maya Slovik, Rea Mitelman, Hagai Bergman, Shlomo Havlin, Shay Moshel",ds005953,1
"Xiaoai Chen, Samuel Cramer, Dennis Chan, Han Xu, Nanyin Zhang",ds005953,1
"Hanan Al-Gethami, Fred C. Lam, Rafael Rojas, Ekkehard M. Kasper",ds005953,1
"Parveen Sagar, Matthew R. Hudson, Genevieve Rayner, Terence J. O’Brien, Joshua Laing, Andrew Neal",ds005953,1
"Parham Mostame, Jonathan Wirsich, Thomas H. Alderson, Ben Ridley, Anne‐Lise Giraud, David W. Carmichael, Serge Vulliémoz, Maxime Guye, Louis Lemieux, Sepideh Sadaghiani",ds005953,1
"Sikoya M. Ashburn, David Abugaber, James W. Antony, Kelly A. Bennion, David A. Bridwell, Carlos Cardenas-Iniguez, Manoj K. Doss, Lucía Fernández, Inge Huijsmans, Lara Krisst, R. Lapate, Evan Layher, Josiah K. Leong, Yuanning Li, Freddie Márquez, Felipe Munoz-Rubke, Elizabeth Musz, Tara K. Patterson, J. Powers, D. Proklova, K. Rapuano, Charlie Robinson, Jessica Ross, J. Samaha, Matthew A. Sazma, A. Stewart, Ariana Stickel, A. Stolk, Veronika Vilgis, Megan Zirnstein",ds005953,1
Yvonne M Fonken,ds005953,1
"Kelvin Vu-Cheung, Edward F. Ester, Thomas C. Sprague",ds005953,1
"Yang Di, Xingwei An, Hsin-Hung Li",ds005953,1
"Amelia H. Harrison, Daniel Thayer, Thomas C. Sprague",ds005953,1
"Zeeshan Qadir, Harvey Huang, Müge Özker, D. Yoshor, M. Beauchamp, K. Kay, Dora Hermes",ds005953,1
"Youjing Luo, Xianghong Meng, Guangyu Zhou, Jiali Zhou, Guangzhi Deng, Man Li, Jie Xu, Yiman Li, Yue-jia Luo, Hui Ai, C. Zelano, Fuyong Chen, Pengfei Xu",ds005953,1
R. Nuttall,ds005953,1
"Ivan Padezhki, Juan Linde‐Domingo, Carlos González‐García",ds005960,1
"Lorenzo Ciccione, Mathias Sablé-Meyer, S. Dehaene",ds006012,1
"Moataz Assem, Sneha Shashidhara, Matthew F. Glasser, John Duncan",ds006012,1
"Andrea Adriano, Mathias Sablé-Meyer, Lorenzo Ciccione, Minye Zhan, Stanislas Dehaene",ds006012,1
"S. Veselic, Elena Gutierrez, Mohamady El-Gaby, Sandra Reinert, Mathias Sablé-Meyer",ds006012,1
"Théo Morfoisse, Severine Becuwe, Marie Palu, Cassandra Potier-Watkins, Ghislaine Dehaene-Lambertz, Stanislas Dehaene",ds006012,1
"Claire Simmons, Marlene Behrmann, Vladislav Ayzenberg",ds006012,1
"Zakieh Hassanzadeh, Melisa Daryayi, Navid Entezari, Fariba Bahrami",ds006012,1
"Amirabbas Hojjati, Lu Li, Ibrahim A. Hameed, Anis Yazidi, Pedro G. Lind, Rabindra Khadka",ds006036,1
"Jacob Kang, Hunseok Kang, Jong-Hyeon Seo",ds006036,1
"Yue Pan, Li Zhu, Ziliang Wang",ds006036,1
Spencer Howie,ds006036,1
"Vaibhav Kagathara, Hitika Gahlot, Siddhant Ujjain, Preeti Singh, Ekta Srivastava, Subodh Kumar, Tapan Kumar Gandhi",ds006036,1
"Li Zhu, Yue Pan, Ziliang Wang",ds006036,1
"Jonghyun Seo, Hunseok Kang, Jacob Kang, A. Zreikat",ds006036,1
"Shubham Singh, Pedro G. Lind, Anis Yazidi, Rabindra Khadka",ds006036,1
"M. Hasan, Pedro G. Lind, H. Ombao, Anis Yazidi, Rabindra Khadka",ds006036,1
"J. G. Williams, William J. Harrison, Henry A. Beale, Jason B. Mattingley, Anthony M. Harris",ds006171,1
"Veera Ruuskanen, C. Nico Boehler, Sebastiaan Mathôt",ds006171,1
"Ying Zhou, Mats W.J. van Es, Saskia Haegens",ds006171,1
"Michelle Johannknecht, Alfons Schnitzler, Joachim Lange",ds006171,1
"Roxane S. Hoyer, Prejaas Tewarie, Steven Laureys",ds006171,1
"April Pilipenko, A McGowan, Jason Samaha",ds006171,1
"Tim Rohe, Daniel Senkowski",ds006171,1
"François Stockart, Ramla Msheik, Alexis Robin, Lenka Jurkovičová, Dorian Goueytes, Martin Rouy, Radek Mareček, D. Hoffmann, Liad Mudrik, Róbert Román, Milan Brázdil, Lorella Minotti, Philippe Kahane, Michael Pereira, Nathan Faivre","ds002158,ds006253",2
"Miguel Vivar-Lazo, Christopher R. Fetsch","ds002158,ds006253",2
"Ramla Msheik, Emma Sirouet, Simon P. Kelly, Nathan Faivre, Michael Pereira","ds002158,ds006253",2
"Baptiste Libé‐Philippot, Ryohei Iwata, Aleksandra J. Recupero, Keimpe Wierda, Sergio Bernal Garcia, Luke A. Hammond, A. van Benthem, Ridha Limame, Martyna Ditkowska, Sofie Beckers, Vaiva Gaspariunaite, Eugénie Pezé-Heidsieck, Daan Remans, Cécile Charrier, Tom Theys, Franck Polleux, Pierre Vanderhaeghen",ds006269,1
"Julia Brill, Blaise Clarke, Ingie Hong, Richard L. Huganir",ds006269,1
"Katherine Bonnycastle, Mehwish Nawaz, Peter C. Kind, Michael A. Cousin",ds006269,1
"L. Elliot Hong, Qifeng Yuan",ds006269,1
"Katerina Hristova, Melissa Fasol, Niamh McLaughlin, Maryam Nawaz, Mehmet Taşkıran, Ingrid Buller‐Peralta, Anjanette Harris, Andrew M. Sutherland, Alejandro Bassi, Adrián Ocampo-Garcés, Javier Escudero, Peter C. Kind, Alfredo Gonzalez‐Sulser",ds006269,1
"Selena Aranda, Juliana Ribeiro-Constante, Alba Tristán-Noguero, Nerea Moreno-Ruiz, C. Arenas, Fernando Francisco Martínez Calvo, Salvador Ibañez-Mico, José Luis Peña Segura, José Miguel Ramos-Fernández, María del Carmen Moyano Chicano, Rafael Camino León, Victor Soto-Insuga, Elena González-Alguacil, Carlos Valera Dávila, Alberto Fernandez-Jaen, Laura Plans, Ana Camacho, Nuria Visa-Reñé, María del Pilar Martin-Tamayo Blázquez, Fernando Paredes-Carmona, Itxaso Martí-Carrera, Guillem Ginot-Julia, Aránzazu Hernández-Fabián, Meritxell Tomas Davi, Merce Casadesus Sanchez, Laura Cuesta Herraiz, P Fuentes-Pita, Teresa Bermejo Gonzalez, Mar O'Callaghan, Federico Felipe Iglesias Santa Polonia, María Rosario Cazorla, María Teresa Ferrando Lucas, Antonio González-Meneses, Júlia Sala-Coromina, Alfons Macaya, Amaia Lasa-Aranzasti, Anna Mª Cueto-González, Cueto-González, Jaume Campistol Plana, Mercedes Serrano, Xenia Alonso, Maria Irene Valenzuela Palafoll, Eines Monteagudo, Itziar Alonso-Colmenero, Oscar Sans Capdevila, Ferran Casals, Bru Cormand, Ángeles García-Cazorla, Àlex Bayés, Marina Mitjans",ds006269,1
"Alice Dainelli, Mohammad Sadegh Shams Nosrati, Ferruccio Romano, Fabiana Vercellino, Maria Margherita Mancardi, Annalaura Torella, Vincenzo Nigro, Valeria Capra, Federico Zara, Marcello Scala",ds006269,1
"Danai Katsanevaki, Nathalie Dupuy, Sam A. Booker, Damien Wright, Aisling Kenny, Zihao Chen, Nina Kudryashova, Pippa Howitt, Andrew C. Stanfield, Peter C. Kind, Nathalie L. Rochefort",ds006269,1
"Vera Stamenković, Felicia Harsh, Breann Kniffen, Gavin Rumbaugh, Stephen Smith",ds006269,1
"Laura Sichlinger, Molly B. Reilly, Sakshi Arora, Shuo Zhang, Nicolas Marotta, Kiara L. Rodríguez-Acevedo, Marisol Hooks, Kyle S. Czarnecki, Julia Winter, Elisa A. Waxman, Lea V. Dungan, Ingie Hong, Yoichi Araki, Richard C. Johnson, Richard L. Huganir, Giulia Pavani, Deborah L. French, Beverly L. Davidson, Benjamin L. Prosser, Elizabeth A. Heller",ds006269,1
"Kirsty J. Craigie, Sally M. Till, Britt van de Gevel, Brianna Vandrey, Patrick Strangward, Dirk Sieger, Alfredo Gonzalez‐Sulser, P Kind, Nathalie L. Rochefort, Ian Duguid, Cristina Martinez‐Gonzalez",ds006269,1
"Mattia Miotto, Leonardo Bo’, Giancarlo Ruocco, Silvia Di Angelantonio, Bernadette Basilico",ds006269,1
"Noah Moore, Adrian J. Duszkiewicz, Antonis Asiminas, Paul A. Dudchenko, Adrien Peyrache, Emma R. Wood",ds006269,1
"Preston Samowitz, László Radnai, Thomas Vaissière, Sheldon D. Michaelson, Camilo Rojas, Ryan R. Mitchell, Murat Kılınç, Austin Edwards, Justin Shumate, R. A. Hawkins, Virneliz Fernández-Vega, Timothy Spicer, Louis Scampavia, Theodore M. Kamenecka, Courtney A. Miller, Gavin Rumbaugh",ds006269,1
"Bartlomiej Chybowski, Alfredo Gonzalez‐Sulser, Javier Escudero",ds006269,1
"Rhys W. Livingstone, Paul Donlin-Asp",ds006269,1
"Ingrid Buller‐Peralta, L Pritchard, Danai Katsanevaki, Katerina Hristova, Sally M. Till, Alfredo Gonzalez‐Sulser",ds006269,1
"Danying Wang, Eleonora Marcantoni, Kimron L. Shapiro, Simon Hanslmayr",ds006334,1
"Francisco Aboitiz, Javiera Parada-Palma, Florencia Álamos-Grau, Rodrigo Henríquez-Ch",ds006334,1
"E. Marcantoni, Christoph Daube, D. Wang, C. Cao, B. Su, S. Zhan, R. A. A. Ince, Lauri Parkkonen, Satu Palva, D. Bush, Simon Hanslmayr",ds006334,1
"Emmanuel Biau, Francesca M. Branzi",ds006334,1
"Jiquan Wang, Sha Zhao, Yangxuan Zhou, Yiming Kang, Shijian Li, Gang Pan","ds006480,ds006525,nm000112",3
"Leonie Henschel, Sailesh Conjeti, Santiago Estrada, Kersten Diers, Bruce Fischl, Martin Reuter","ds006502,on002718,on003645",3
"Mainak Jas, Denis A. Engemann, Yousra Bekhti, Federico Raimondo, Alexandre Gramfort","ds000247,ds000248,ds006502,on002718,on003645",5
Matthias S. Treder,"ds006502,on002718,on003645",3
"François Tadel, Elizabeth Bock, Guiomar Niso, John C. Mosher, Martin Cousineau, Dimitrios Pantazis, Richard M. Leahy, Sylvain Baillet","ds000247,ds006502,on002718,on003645",4
Arnaud Delorme,"ds006502,on002718,on003645",3
"Andrew J. Quinn, Diego Vidaurre, Romesh Abeysuriya, Robert Becker, Anna C. Nobre, Mark W. Woolrich","ds006502,on002718,on003645",3
"Johannes J. Fahrenfort, Joram van Driel, Simon van Gaal, Christian N. L. Olivers","ds006502,on002718,on003645",3
"Guiomar Niso, Krzysztof J. Gorgolewski, Elizabeth Bock, Teon L Brooks, Guillaume Flandin, Alexandre Gramfort, Richard N. Henson, Mainak Jas, Vladimir Litvak, Jeremy T. Moreau, Robert Oostenveld, Jan‐Mathijs Schoffelen, François Tadel, Joseph Wexler, Sylvain Baillet","ds000247,ds006502,on002718,on003645",4
"José David López, Vladimir Litvak, Jairo Espinosa, Karl Friston, Gareth R. Barnes","ds006502,on002718,on003645",3
"Mainak Jas, Eric B. Larson, Denis A. Engemann, Jaakko Leppäkangas, Samu Taulu, Matti Hämäläinen, Alexandre Gramfort","ds000248,ds006502,on002718,on003645",4
"Ediz Sohoglu, Maria Chait","ds006502,on002718,on003645",3
"Olaf Hauk, Matti Stenroos, Matthias S. Treder","ds006502,on002718,on003645",3
Heinrich R. Liesefeld,"ds006502,on002718,on003645",3
"Ramón Martínez-Cancino, Arnaud Delorme, Dung Truong, Fiorenzo Artoni, Kenneth Kreutz-Delgado, Subhashini Sivagnanam, Kenneth Yoshimoto, Amitava Majumdar, Scott Makeig","ds006502,on002718,on003645,on006126",4
"Mainak Jas, Denis A. Engemann, Federico Raimondo, Yousra Bekhti, Alexandre Gramfort","ds006502,on002718,on003645",3
"Cyril Pernet, Ramón Martínez-Cancino, Dung Truong, Scott Makeig, Arnaud Delorme","ds006502,on002718,on003645,on006126",4
"Makoto Fukushima, Okito Yamashita, Thomas R. Knösche, Masa-aki Sato","ds006502,on002718,on003645",3
"Sofie S. Meyer, Holly E. Rossiter, Matthew J. Brookes, Mark W. Woolrich, Sven Bestmann, Gareth R. Barnes","ds006502,on002718,on003645",3
"José M. Sánchez‐Bornot, KongFatt Wong‐Lin, Alwani Liyana Ahmad, Girijesh Prasad","ds006502,on002718,on003645",3
"Huilin Wei, Amirhossein Jafarian, Peter Zeidman, Vladimir Litvak, Adeel Razi, Dewen Hu, Karl Friston","ds006502,on002718,on003645",3
"F. Müller, Guiomar Niso, Soheila Samiee, M. Ptito, Sylvain Baillet, R. Kupers",ds006502,1
"Pablo A. Muñoz-Gutiérrez, Eduardo Giraldo, Maximiliano Bueno-López, Marta Molinas","ds006502,on002718,on003645",3
"Marijn van Vliet, Mia Liljeström, Susanna Aro, Riitta Salmelin, Jan Kujala","ds006502,on002718,on003645",3
"Federico Chella, Laura Marzetti, Matti Stenroos, Lauri Parkkonen, Risto J. Ilmoniemi, Gian Luca Romani, Vittorio Pizzella","ds006502,on002718,on003645",3
"David Meunier, Annalisa Pascarella, Dmitrii Altukhov, Mainak Jas, Etienne Combrisson, Tarek Lajnef, Daphné Bertrand-Dubois, Vanessa Hadid, Golnoush Alamian, Jordan Alves, Fanny Barlaam, Anne-Lise Saive, Arthur Dehgan, Karim Jerbi","ds006502,on002718,on003645",3
"Ke Liu, Zhu Liang Yu, Wei Wu, Zhenghui Gu, Jun Zhang, Ling Cen, Srikantan S. Nagarajan, Yuanqing Li","ds006502,on002718,on003645",3
"Justin Brantley, Trieu Phat Luu, Sho Nakagome, Fangshi Zhu, José L. Contreras-Vidal","ds006502,on002718,on003645",3
"Richard N. Henson, Hunar Abdulrahman, Guillaume Flandin, Vladimir Litvak","ds006502,on002718,on003645",3
"Arjen Alink, Hunar Abdulrahman, Richard N. Henson","ds006502,on002718,on003645",3
"Andrés Soler, Pablo A. Muñoz-Gutiérrez, Maximiliano Bueno-López, Eduardo Giraldo, Marta Molinas","ds006502,on002718,on003645",3
"H. Janati, Thomas Bazeille, B. Thirion, Marco Cuturi, Alexandre Gramfort","ds006502,on002718,on003645",3
"Christopher J. Markiewicz, Krzysztof J. Gorgolewski, Franklin Feingold, Ross Blair, Yaroslav O. Halchenko, Éric Miller, Nell Hardcastle, Joe Wexler, Oscar Estéban, Mathias Goncalves, Anita S. Jwa, Russell A. Poldrack","ds000246,ds006502,on002718,on003645,on006126",5
"Stephen J. Gotts, Carson C. Chow, Alex Martin","ds006502,on002718,on003645",3
"Simon Duchesne, Louis Dieumegarde, Isabelle Chouinard, Farnaz Farokhian, AmanPreet Badhwar, Pierre Bellec, Pascal Tétreault, Maxime Descoteaux, Arnaud Boré, Jean‐Christophe Houde, Christian Beaulieu, Olivier Potvin","ds006502,on002718,on003645",3
"Roberto Salamanca-Giron, Estelle Raffin, Sarah B. Zandvliet, Martin Seeber, Christoph M. Michel, Paul Sauseng, Krystel R. Huxlin, Friedhelm C. Hummel","ds006502,on002718,on003645",3
"Françoise Lecaignard, Olivier Bertrand, Anne Caclin, Jérémie Mattout","ds006502,on002718,on003645",3
"Chetan Gohil, R. Huang, Evan Roberts, Mats W.J. van Es, Andrew J. Quinn, Diego Vidaurre, Mark W. Woolrich","ds006502,on002718,on003645",3
"Jinbiao Yang, Hao Zhu, Xing Tian","ds006502,on002718,on003645",3
"Sofie Therese Hansen, Søren Hauberg, Lars Kai Hansen","ds006502,on002718,on003645",3
"Yi Wang, Hua Huang, Hao Yang, Jian Xu, Site Mo, Hongyu Lai, Ting Wu, Junpeng Zhang","ds006502,on002718,on003645",3
"Xuewei Qin, Lizhao Du, Xiong Jiao, Jingyi Wang, Shanbao Tong, Tifei Yuan, Junfeng Sun","ds000246,ds006502,on002718,on003645",4
"Seyed Mostafa Kia, Fabian Pedregosa, Anna Blumenthal, Andrea Passerini","ds006502,on002718,on003645",3
"Yusuke Takeda, Keita Suzuki, Mitsuo Kawato, Okito Yamashita","ds006502,on002718,on003645",3
"Ke Liu, Zhu Liang Yu, Wei Wu, Zhenghui Gu, Yuanqing Li","ds006502,on002718,on003645",3
"Zitong Lu, Yixuan Ku","ds006502,on002718,on003645",3
"Jiawen Liang, Zhu Liang Yu, Zhenghui Gu, Yuanqing Li","ds006502,on002718,on003645",3
"Antonio Maffei, Paola Sessa","ds006502,on002718,on003645",3
"Mats W.J. van Es, Chetan Gohil, Andrew J. Quinn, Mark W. Woolrich","ds006502,on002718,on003645",3
"Chetan Gohil, Oliver Kohl, Rukuang Huang, Mats W.J. van Es, Ōiwi Parker Jones, Laurence T. Hunt, Andrew J. Quinn, Mark W. Woolrich","ds006502,on002718,on003645",3
"Sung-Mu Lee, Roni Tibon, Peter Zeidman, Pranay S. Yadav, Richard N. Henson","ds006502,on002718,on003645",3
"Chong-Chih Tsai, Wei-Kuang Liang","ds006502,on002718,on003645",3
"Muhammad Yousefnezhad, Daoqiang Zhang","ds006502,on002718,on003645",3
"Steven Peterson, Rajesh P. N. Rao, Bingni W. Brunton","ds006502,on002718,on003645",3
"Claire Stevenson, Matthew J. Brookes, José David López, Luzia Troebinger, Jérémie Mattout, W.D. Penny, Peter G. Morris, Arjan Hillebrand, Richard N. Henson, Gareth R. Barnes","ds006502,on002718,on003645",3
"Ke Liu, Zhu Liang Yu, Wei Wu, Xun Chen, Zhenghui Gu, Cuntai Guan","ds006502,on002718,on003645",3
"Peter Zeidman, John Ashburner, Gareth R. Barnes, Olivia S. Kowalczyk, Christian Lambert, Vladimir Litvak, Thomas E. Nichols, Thomas Parr, Tim M. Tierney, Karl Friston",ds006502,1
"J. D. Martínez-Vargas, Leonardo Duque‐Muñoz, J. F. Vargas‐Bonilla, José David López, G. Castellanos-Domínguez","ds006502,on002718,on003645",3
"Sofie Therese Hansen, Lars Kai Hansen","ds006502,on002718,on003645",3
"Mats W.J. van Es, Cameron Higgins, Chetan Gohil, Andrew J. Quinn, Diego Vidaurre, Mark W. Woolrich",ds006502,1
"Anders S. Olsen, Rasmus M. T. Høegh, Jesper Løve Hinrich, Kristoffer H. Madsen, Morten Mørup","ds006502,on002718,on003645",3
"Muhammad Yousefnezhad, Alessandro Selvitella, Liangxiu Han, Daoqiang Zhang","ds006502,on002718,on003645",3
"Furong Xu, Ke Liu, Zhuliang Yu, Xin Deng, Guoyin Wang","ds006502,on002718,on003645",3
"Brahim Belaoucha, Théodore Papadopoulo","ds006502,on002718,on003645",3
"Ramón Martínez-Cancino, Arnaud Delorme, Kenneth Kreutz-Delgado, Scott Makeig","ds006502,on002718,on003645",3
"Amirouche Sadoun, Tushar Chauhan, Samir Mameri, Yi Fan Zhang, Pascal Barone, Olivier Déguine, Kuzma Strelnikov","ds006502,on002718,on003645",3
"Feng Zhao, Sujie Wang, Linze Qian, Mengru Xu, Kuijun Wu, Iοannis Kakkos, Cuntai Guan, Yu Sun","ds006502,on002718,on003645",3
"Keita Suzuki, Okito Yamashita","ds006502,on002718,on003645",3
"Sarwat Fatima, Awais M. Kamboh","ds006502,on002718,on003645",3
"Debashis Das Chakladar, Nikhil R. Pal","ds006502,on002718,on003645",3
Géza Gergely Ambrus,"ds006502,on002718,on003645",3
"Jingcong Li, Jiahui Pan, Fei Wang, Zhuliang Yu","ds006502,on002718,on003645",3
"J. Bornot, R. Sotero, J. Kelso, Özgür Simsek, D. Coyle","ds006502,on002718,on003645",3
"Lina Ismail, Waldemar Karwowski",ds006525,1
"Guofa Shou, Han Yuan, Yoon‐Hee Cha, John A. Sweeney, Lei Ding",ds006525,1
"Ali Fahim Khan, Fan Zhang, Guofa Shou, Han Yuan, Lei Ding",ds006525,1
"Lei Ding, Guofa Shou, Yoon‐Hee Cha, John A. Sweeney, Han Yuan",ds006525,1
"Ali Fahim Khan, Han Yuan, Zachary A. Smith, Lei Ding",ds006525,1
"Guofa Shou, Han Yuan, Lei Ding",ds006525,1
"С.Д. Рыкунов, Andrii Boyko, М.Н. Устинин","ds000247,ds006525",2
"KC K. Nkurumeh, Han Yuan, Lei Ding",ds006525,1
"Giovanni Chiarion, Laura Sparacino, Yuri Antonacci, Luca Faes, Luca Mesin",ds006525,1
"Lei Ding, Han Yuan",ds006525,1
"Valarie Ivey, Han Yuan, Lei Ding",ds006525,1
"Zakaria Djebbara, Lars Brorson Fich, Laura Petrini, Klaus Gramann",ds006563,1
"Emily L. Parks, David J. Madden",ds006563,1
"Thomas Töllner, Dragan Rangelov, Hermann J. Müller",ds006563,1
"Thomas Töllner, Hermann J. Müller, Michael Zehetleitner",ds006563,1
"Heinrich R. Liesefeld, Anna M. Liesefeld, Stefan Pollmann, Hermann J. Müller",ds006563,1
"Iris Wiegand, Kathrin Finke, Hermann J. Müller, Thomas Töllner",ds006563,1
"Thomas Töllner, M. Conci, Tessa Rusch, Hermann J. Müller",ds006563,1
"Hermann J. Müller, Thomas Töllner, Michael Zehetleitner, Thomas Geyer, Dragan Rangelov, Joseph Krummenacher",ds006563,1
"Iris Wiegand, Thomas Töllner, Thomas Habekost, Mads Dyrholm, Hermann J. Müller, Kathrin Finke, Ludwig-Maximilians-Universität München",ds006563,1
"Joseph Krummenacher, Hermann J. Müller",ds006563,1
"Annette Richard, Renée Lajiness-O’Neill",ds006563,1
"Thomas Töllner, Tilo Strobach, Torsten Schubert, Hermann J. Müller",ds006563,1
"Behdad Parhizi, Mohammad Reza Daliri, Mehdi Behroozi",ds006563,1
"Dragan Rangelov, Hermann J. Müller, Michael Zehetleitner",ds006563,1
"Stefanie I. Becker, Anna Grubert, Paul E. Dux",ds006563,1
"Christine Mertes, Edmund Wascher, Daniel Schneider",ds006563,1
"Bastian Schledde, F. Orlando Galashan, Magdalena Przybyla, Andreas K. Kreiter, Detlef Wegener",ds006563,1
"Detlef Wegener, F. Orlando Galashan, Maike K. Aurich, Andreas K. Kreiter",ds006563,1
"Thomas Töllner, Kathrin C. J. Eschmann, Tessa Rusch, Hermann J. Müller",ds006563,1
"Matthias M. Müller, Mireille Trautmann, Christian Keitel",ds006563,1
"Daniela Gledhill, Cathleen Grimsen, Manfred Fahle, Detlef Wegener",ds006563,1
"Elkan G. Akyürek, Anna Schubö",ds006563,1
"Michael Pilling, David Barrett",ds006563,1
"Sandra Utz, Glyn W. Humphreys, Magdalena Chechlacz",ds006563,1
"Zoe Xu, Alejandro Lleras, Z. Gong, Simona Buetti",ds006563,1
"Bastian Schledde, F. O. Galashan, Magdalena Przybyla, A. Kreiter, D. Wegener",ds006563,1
"Zoe Xu, Alejandro Lleras, Simona Buetti",ds006563,1
"Austin Meek, Carlos H. Mendoza-Cardenas, Austin J. Brockmeier",ds006563,1
"A. Abdou, Martin Ivanov, Sarmed Shaya, Alice Rueda, Fatemeh Gholamali Nezhad, I. Demchenko, M. A. Kamaleddin, Paul Frewen, B. T. Dunkley, Brendan Brady, Andrew A. Nicholson, Rakesh Jetly, Divya Sharma, Sridhar Krishnan, Venkat Bhat",ds006563,1
Laura Frølich,ds006563,1
"Mahdad Jafarzadeh Esfahani, Soha Farboud, Hong-Viet V Ngo, Jules Schneider, F. D. Weber, Lucia M. Talamini, M. Dresler",ds006576,1
"J. Howard Jaster, Joshua Ong, Giulia Ottaviani",ds006576,1
"William G. Coon, Paul Zerr, Griffin Milsap, Niloy Sikder, Michael S. Smith, Martin Dresler, Matthew Reid",ds006695,1
"Roberto De Fazio, Ilaria Cascella, Paolo Visconti, Massimo De Vittorio, Bassam Al‐Naami",ds006695,1
"Gürkan Yılmaz, Cristina Sainz Martinez, Fabian Braun, Oriella Gnarra, Andrea Seiler, Kaspar Schindler, Markus H. Schmidt, Mathieu Lemay, João Jorge",ds006695,1
"Roberto De Fazio, Şule Esma Yalçınkaya, Ilaria Cascella, Carolina Del-Valle-Soto, Massimo De Vittorio, Paolo Visconti",ds006695,1
"Caroline Wang, Daniel Kasenberg, Kim Stachenfeld, Pablo Samuel Castro",ds006761,1
"D. Moerel, T. Grootswagers, G. Quek, Sophie Smit, Manuel Varlet",ds006761,1
"Liu Zhengxian, Yunting Liu, Weixian Li, Cui Ruifang, Xiaobo Liu",ds006761,1
"Denise Moerel, Manuel Varlet, Tijl Grootswagers",ds006761,1
