dataset_id,dataset_name,total_citations,cumulative_citations,high_confidence_citations,avg_confidence,total_citation_impact,max_single_citation_impact,citation_years_list
ds005507,Healthy Brain Network (HBN) EEG - Release 3,1,0,1,0.9031203031539918,0,0.0,[2024]
ds005512,Healthy Brain Network (HBN) EEG - Release 8,2,0,1,0.900108956694603,0,0.0,[2024]
ds004951,Braille letters - EEG,1,0,1,0.6569674792885781,0,0.0,[2024]
ds005411,Free Recall of Word Lists with Repeated Items,1,0,1,0.6612489169836046,0,0.0,[2025]
ds005672,PerceiveImagine,3,0,0,,0,,[]
ds004147,Average Task Value,2,0,2,0.5908502429723741,0,0.0,"[2021, 2022]"
ds004152,Drum Trainer,2,0,2,0.5354588200896979,0,0.0,"[2023, 2024]"
ds004998,Exploring the electrophysiology of Parkinson's disease - magnetoencephalography combined with deep brain recordings from the subthalamic nucleus. ,1,0,1,0.8973290616273881,0,0.0,[2024]
ds006036,"A complementary dataset of open-eyes EEG recordings in a photo-stimulation setting from: Alzheimer's disease, Frontotemporal dementia and Healthy subjects",1,0,1,0.8403160160779954,0,0.0,[2025]
ds004598,LFP during linear track in 6-month old TgF344-AD rats,1,0,1,0.8574117511510849,0,0.0,[2023]
ds005931,Visuomotor_task,1,0,1,0.6099179962277413,0,0.0,[2025]
ds004572,The effects of sham hypnosis techniques,2,0,2,0.6840207530558109,0,0.0,"[2024, 2023]"
ds004166,"Effects of Forward and Backward Span Trainings on Working Memory: Evidence from a Randomized, Controlled Trial",1,0,1,0.6642878007888795,0,0.0,[2023]
ds005505,Healthy Brain Network (HBN) EEG - Release 1,1,0,1,0.9109048354625704,0,0.0,[2024]
ds005510,Healthy Brain Network (HBN) EEG - Release 6,1,0,1,0.906686802506447,0,0.0,[2024]
ds004408,"EEG responses to continuous naturalistic speech
",2,0,2,0.706380620598793,0,0.0,"[0, 0]"
ds005574,"The ""Podcast"" ECoG dataset",1,0,1,0.9807209569215776,0,0.0,[2025]
ds004995,The Time-Course of Food Representation in the Human Brain,1,0,1,0.7203126686811449,0,0.0,[2024]
ds003523,EEG: Visual Working Memory in Acute TBI,3,0,3,0.7797047343850138,0,0.0,"[2022, 2023, 2022]"
ds005397,Affordances of stairs,1,0,1,0.6615275949239731,0,0.0,[2025]
ds004448,The BMI-HDEEG dataset 4,1,0,1,0.8430550181865692,0,0.0,[2023]
ds004317,"Mood Manipulation and PST, Experiment 2",1,0,1,0.5139664551615716,0,0.0,[2023]
ds004367,ds004367,1,0,0,,0,,[]
ds005383,"TMNRED, A Chinese Language EEG Dataset for Fuzzy Semantic Target Identification in Natural Reading Environments",1,0,1,0.9925548559427264,0,0.0,[2025]
ds004860,Investigating the cognitive conflict triggered by moral judgment of accidental harm : an event-related potentials study,1,0,1,0.8788873699307442,0,0.0,[2023]
ds004784,"Phantom EEG Dataset with Motion, Muscle, and Eye Artifacts and Example Scripts",1,0,1,0.8276842224597932,0,0.0,[2023]
ds004279,"Large Spanish EEG
",2,0,2,0.7162661278247835,0,0.0,"[2023, 0]"
ds004024,"TMS-EEG-MRI-fMRI-DWI data on paired associative stimulation and connectivity (Shirley Ryan AbilityLab, Chicago, IL)",1,0,1,0.5488173414766789,0,0.0,[2023]
ds004819,"Flexible, Scalable, High Channel Count Stereo-Electrode for Recording in the Human Brain",1,0,1,0.9041415944695474,0,0.0,[2024]
ds005305,EEG Resting-state Microstates Correlates of Executive Functions,1,0,1,0.7038262367248536,0,0.0,[0]
ds005873,SeizeIT2,2,0,2,0.6735041624307633,0,0.0,"[2025, 2025]"
ds005866,Flankers-NEAR,1,0,1,0.6973863136768341,0,0.0,[2025]
ds004718,Le Petit Prince Hong Kong: Naturalistic fMRI and EEG dataset from older Cantonese speakers,1,0,1,0.9006265211105348,0,0.0,[2024]
ds004151,"Effect of obesity on inhibitory control in preadolescents during stop-signal 
task. An event-related potentials study",2,0,2,0.6953955012559891,0,0.0,"[2024, 2025]"
ds004446,The BMI-HDEEG dataset 2,1,0,1,0.8413561016321184,0,0.0,[2023]
ds006260,Dataset of psychophysiological data from children with learning difficulties who strengthen reading and math skills through assistive technology,1,0,1,0.8490027406811715,0,0.0,[2025]
ds004789,Delayed Free Recall of Word Lists,5,0,5,0.5552238253355027,0,0.0,"[2024, 0, 2024, 2025, 2024]"
ds005960,General Info: inst-comp-eeg,1,0,1,0.503950296342373,0,0.0,[2025]
ds004809,Categorized Free Recall: Delayed Free Recall of Word Lists Organized by Semantic Categories,3,0,3,0.5775423310200374,0,0.0,"[2024, 0, 2025]"
ds005169,Dataset of intracranial EEG during cortical stimulation evoking visual effects,1,0,1,0.8676830434799195,0,0.0,[2025]
ds004859,iEEG on children during Stroop task,1,0,1,0.5155322286486627,0,0.0,[2024]
ds005345,Le Petit Prince (LPP) Multi-talker: Naturalistic 7T fMRI and EEG Dataset,1,0,1,0.9389538252353667,0,0.0,[2025]
ds006065,TSS_iEEG,1,0,1,0.7134215167164804,0,0.0,[2025]
ds005410,Semantic_conditioning,1,0,1,0.7945742127299309,0,0.0,[2024]
ds005506,Healthy Brain Network (HBN) EEG - Release 2,2,0,2,0.7420675849914552,0,0.0,"[2025, 2024]"
ds005107,FACE-DEC,1,0,1,0.7184220921993256,0,0.0,[2024]
ds004017,Embodied Learning for Literacy EEG,1,0,1,0.6129800802469254,0,0.0,[2023]
ds005565,"Neural associations between fingerspelling, print, and signs: An ERP priming study with deaf readers",1,0,1,0.8403674125671388,0,0.0,[0]
ds005514,Healthy Brain Network (HBN) EEG - Release 9,1,0,1,0.9063971096277238,0,0.0,[2024]
ds004942,SpatialMemory,1,0,1,1.0,0,0.0,[2024]
ds005509,Healthy Brain Network (HBN) EEG - Release 5,2,0,2,0.7449333277344705,0,0.0,"[2025, 2024]"
ds005508,Healthy Brain Network (HBN) EEG - Release 4,1,0,1,0.902188370525837,0,0.0,[2024]
ds004075,what_are_we_talking_about,1,0,1,0.5412852922081948,0,0.0,[2024]
